vehicle_type;year_of_manufacture;engine_volume;fuel_type;number_of_km;vehicle_model;price_total;status;time_stamp
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;82174;Škoda Octavia;319000;for_sale;29.11.2020 14:14
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;96419;Škoda Octavia;319000;for_sale;29.11.2020 14:14
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;100878;Škoda Octavia;329000;for_sale;29.11.2020 14:14
OCTAVIA 1.0 TSI 85kW Ambition Fresh Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;59457;Škoda Octavia;339000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 135 kW DSG L&K 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;187376;Škoda Octavia;339000;for_sale;29.11.2020 14:14
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;94395;Škoda Octavia;349000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;110199;Škoda Octavia;349000;for_sale;29.11.2020 14:14
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;355000;for_sale;29.11.2020 14:14
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;85093;Škoda Octavia;355000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;142090;Škoda Octavia;369000;for_sale;29.11.2020 14:14
OCTAVIA 1.8 TSI 132kW L&K, liftback, 1 798 ccm;2016;1 798 ccm;BENZÍN;132575;Škoda Octavia;369000;for_sale;29.11.2020 14:14
OCTAVIA 1.6 TDI 85kW Ambition Fresh, hatchback, 1 598 ccm;2018;1 598 ccm;NAFTA;74354;Škoda Octavia;369000;for_sale;29.11.2020 14:14
OCTAVIA 1.6 TDI 85kW DSG Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;73530;Škoda Octavia;389000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;83205;Škoda Octavia;399000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;107480;Škoda Octavia;419000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;54192;Škoda Octavia;439000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;93161;Škoda Octavia;449000;for_sale;29.11.2020 14:14
OCTAVIA 1.4 TSI 110kW Style Combi, kombi, 1 395 ccm;2018;1 395 ccm;BENZÍN;38724;Škoda Octavia;459000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;68307;Škoda Octavia;459000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;52351;Škoda Octavia;459000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;34654;Škoda Octavia;459000;for_sale;29.11.2020 14:14
OCTAVIA 2.0 TDI 135 kW DSG L&K 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;61591;Škoda Octavia;479000;for_sale;29.11.2020 14:14
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;135763;Škoda Octavia;219000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;202127;Škoda Octavia;229000;for_sale;09.01.2021 21:28
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2015;1 395 ccm;BENZÍN;157225;Škoda Octavia;229000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;249653;Škoda Octavia;249000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;161138;Škoda Octavia;259000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;154706;Škoda Octavia;259000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;101034;Škoda Octavia;259000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 81kW Style, liftback, 1 598 ccm;2016;1 598 ccm;NAFTA;64306;Škoda Octavia;269000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 85kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;98014;Škoda Octavia;275000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 85kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;88885;Škoda Octavia;279000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 81kW Style Combi 4x4, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;123572;Škoda Octavia;279000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2016;1 598 ccm;NAFTA;73288;Škoda Octavia;289000;for_sale;09.01.2021 21:28
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2017;1 395 ccm;BENZÍN;195152;Škoda Octavia;289000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;87256;Škoda Octavia;299000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 81kW Ambition Combi 4x4, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;85753;Škoda Octavia;299000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;149896;Škoda Octavia;299000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 85kW Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;142455;Škoda Octavia;309000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;119229;Škoda Octavia;309000;for_sale;09.01.2021 21:28
OCTAVIA 1.0 TSI 85kW Ambition Fresh Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;59457;Škoda Octavia;319000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;94395;Škoda Octavia;329000;for_sale;09.01.2021 21:28
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;135600;Škoda Octavia;329000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;339000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 85kW DSG Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;86518;Škoda Octavia;339000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;212054;Škoda Octavia;339000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;74354;Škoda Octavia;349000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;68307;Škoda Octavia;459000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;52351;Škoda Octavia;459000;for_sale;09.01.2021 21:28
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;61119;Škoda Octavia;469000;for_sale;09.01.2021 21:28
Octavia Combi 1.5TSI AMBITION, kombi, 1 498 ccm;2020;1 498 ccm;BENZÍN;4827;Škoda Octavia;555000;for_sale;09.01.2021 21:28
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;171671;Škoda Octavia;199000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;121711;Škoda Octavia;215000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;135763;Škoda Octavia;219000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;202127;Škoda Octavia;229000;for_sale;19.01.2021 10:36
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2015;1 395 ccm;BENZÍN;157225;Škoda Octavia;229000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;249653;Škoda Octavia;249000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;161138;Škoda Octavia;259000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;154706;Škoda Octavia;259000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;101034;Škoda Octavia;259000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 85kW Ambition Fresh Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;98014;Škoda Octavia;275000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 81kW Style Combi 4x4, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;123572;Škoda Octavia;279000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2016;1 598 ccm;NAFTA;73288;Škoda Octavia;279000;for_sale;19.01.2021 10:36
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2017;1 395 ccm;BENZÍN;195152;Škoda Octavia;289000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;87256;Škoda Octavia;299000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 81kW 4x4 Ambition Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;85753;Škoda Octavia;299000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;126836;Škoda Octavia;299000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 85kW Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;142455;Škoda Octavia;309000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;119229;Škoda Octavia;309000;for_sale;19.01.2021 10:36
OCTAVIA 1.0 TSI 85kW Ambition Fresh Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;59457;Škoda Octavia;319000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;94395;Škoda Octavia;329000;for_sale;19.01.2021 10:36
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;135600;Škoda Octavia;329000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;339000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;212054;Škoda Octavia;339000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;74354;Škoda Octavia;349000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;125524;Škoda Octavia;359000;for_sale;19.01.2021 10:36
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;389000;for_sale;19.01.2021 10:36
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;389000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;52351;Škoda Octavia;449000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;68307;Škoda Octavia;459000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;61119;Škoda Octavia;469000;for_sale;19.01.2021 10:36
Octavia Combi 1.5TSI AMBITION, kombi, 1 498 ccm;2020;1 498 ccm;BENZÍN;4827;Škoda Octavia;519000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TSI RS 245 Combi, kombi, 1 984 ccm;2017;1 984 ccm;BENZÍN;78875;Škoda Octavia;539000;for_sale;19.01.2021 10:36
OCTAVIA 2.0 TSI RS 245 Combi, kombi, 1 984 ccm;2017;1 984 ccm;BENZÍN;78875;Škoda Octavia;539000;for_sale;19.01.2021 10:36
OCTAVIA 1.6 TDI 81kW Ambition Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;213153;Škoda Octavia;179000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;171671;Škoda Octavia;199000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;121711;Škoda Octavia;215000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;135763;Škoda Octavia;219000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;202127;Škoda Octavia;229000;for_sale;21.01.2021 17:55
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2015;1 395 ccm;BENZÍN;157225;Škoda Octavia;229000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;249653;Škoda Octavia;249000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;154706;Škoda Octavia;259000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;101034;Škoda Octavia;259000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2016;1 598 ccm;NAFTA;73288;Škoda Octavia;279000;for_sale;21.01.2021 17:55
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2017;1 395 ccm;BENZÍN;195152;Škoda Octavia;289000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;87256;Škoda Octavia;299000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 81kW 4x4 Ambition Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;85753;Škoda Octavia;299000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;126836;Škoda Octavia;299000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 85kW Style Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;142455;Škoda Octavia;309000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;119229;Škoda Octavia;309000;for_sale;21.01.2021 17:55
OCTAVIA 1.0 TSI 85kW Ambition Fresh Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;59457;Škoda Octavia;319000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;94395;Škoda Octavia;329000;for_sale;21.01.2021 17:55
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;135600;Škoda Octavia;329000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;115862;Škoda Octavia;329000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;339000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 135 kW 4x4 DSG Scout Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;212054;Škoda Octavia;339000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;74354;Škoda Octavia;349000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;125524;Škoda Octavia;359000;for_sale;21.01.2021 17:55
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;64903;Škoda Octavia;359000;for_sale;21.01.2021 17:55
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;389000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW L&K Combi 4x4, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;80681;Škoda Octavia;389000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;52351;Škoda Octavia;449000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 135 kW DSG Style 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;73528;Škoda Octavia;449000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;68307;Škoda Octavia;459000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;61119;Škoda Octavia;469000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TDI DSG Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;39831;Škoda Octavia;469000;for_sale;21.01.2021 17:55
Octavia Combi 1.5TSI AMBITION, kombi, 1 498 ccm;2020;1 498 ccm;BENZÍN;4827;Škoda Octavia;519000;for_sale;21.01.2021 17:55
OCTAVIA 2.0 TSI RS 245 Combi, kombi, 1 984 ccm;2017;1 984 ccm;BENZÍN;78875;Škoda Octavia;539000;for_sale;21.01.2021 17:55
OCTAVIA 1.6 TDI 81kW Ambition Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;213153;Škoda Octavia;179000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;171671;Škoda Octavia;199000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 81kW Ambition Fresh Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;121711;Škoda Octavia;215000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;135763;Škoda Octavia;219000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;202127;Škoda Octavia;229000;for_sale;29.01.2021 18:53
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2015;1 395 ccm;BENZÍN;157225;Škoda Octavia;229000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;249653;Škoda Octavia;249000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;154706;Škoda Octavia;259000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2017;1 598 ccm;NAFTA;101034;Škoda Octavia;259000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2016;1 598 ccm;NAFTA;73288;Škoda Octavia;279000;for_sale;29.01.2021 18:53
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2017;1 395 ccm;BENZÍN;195152;Škoda Octavia;289000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;87256;Škoda Octavia;299000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 81kW 4x4 Ambition Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;85753;Škoda Octavia;299000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;126836;Škoda Octavia;299000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;94395;Škoda Octavia;329000;for_sale;29.01.2021 18:53
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;135600;Škoda Octavia;329000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;86050;Škoda Octavia;339000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 85kW Ambition Fresh, liftback, 1 598 ccm;2018;1 598 ccm;NAFTA;74354;Škoda Octavia;349000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW DSG L&K Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;125524;Škoda Octavia;359000;for_sale;29.01.2021 18:53
OCTAVIA 1.0 TSI 85kW Style Combi, kombi, 999 ccm;2017;999 ccm;BENZÍN;64903;Škoda Octavia;359000;for_sale;29.01.2021 18:53
Octavia 1.6TDI Ambition, liftback, 1 598 ccm;2019;1 598 ccm;NAFTA;64704;Škoda Octavia;389000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW L&K Combi 4x4, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;80681;Škoda Octavia;389000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 135 kW DSG Style 4x4, liftback, 1 968 ccm;2017;1 968 ccm;NAFTA;73528;Škoda Octavia;449000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW Style Combi 4x4, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;68307;Škoda Octavia;459000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2018;1 968 ccm;NAFTA;61119;Škoda Octavia;469000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TDI DSG Style Combi, kombi, 1 968 ccm;2018;1 968 ccm;NAFTA;39831;Škoda Octavia;469000;for_sale;29.01.2021 18:53
Octavia Combi 2.0TDi DSG Style, kombi, 1 968 ccm;2019;1 968 ccm;NAFTA;68984;Škoda Octavia;489000;for_sale;29.01.2021 18:53
OCTAVIA 2.0 TSI RS 245 Combi, kombi, 1 984 ccm;2017;1 984 ccm;BENZÍN;78875;Škoda Octavia;539000;for_sale;29.01.2021 18:53
OCTAVIA 1.6 TDI 85kW Active Combi, kombi, 1 598 ccm;2017;1 598 ccm;NAFTA;135763;Škoda Octavia;219000;for_sale;10.02.2021 17:19
OCTAVIA 2.0 TDI 110kW DSG Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;202127;Škoda Octavia;229000;for_sale;10.02.2021 17:19
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2015;1 395 ccm;BENZÍN;157225;Škoda Octavia;229000;for_sale;10.02.2021 17:19
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2017;1 968 ccm;NAFTA;249653;Škoda Octavia;249000;for_sale;10.02.2021 17:19
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;154706;Škoda Octavia;259000;for_sale;10.02.2021 17:19
OCTAVIA 1.6 TDI 81kWStyle, liftback, 1 598 ccm;2016;1 598 ccm;NAFTA;73288;Škoda Octavia;279000;for_sale;10.02.2021 17:19
OCTAVIA 1.4 TSI 110kW Style, liftback, 1 395 ccm;2017;1 395 ccm;BENZÍN;195152;Škoda Octavia;289000;for_sale;10.02.2021 17:19
OCTAVIA 2.0 TDI 110kW Style, liftback, 1 968 ccm;2016;1 968 ccm;NAFTA;87256;Škoda Octavia;299000;for_sale;10.02.2021 17:19
OCTAVIA 1.6 TDI 81kW 4x4 Ambition Combi, kombi, 1 598 ccm;2016;1 598 ccm;NAFTA;85753;Škoda Octavia;299000;for_sale;10.02.2021 17:19
OCTAVIA 2.0 TDI 110kW Style Combi, kombi, 1 968 ccm;2016;1 968 ccm;NAFTA;116158;Škoda Octavia;299000;for_sale;10.02.2021 17:19
